name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,rain_tomorrow,precip_tomorrow
seoul,1994-11-28,53.4,40.2,45.4,53.4,35.9,44.4,37.1,73.6,0.013,100,4.17,rain,,,,8.5,116.9,1020.6,93.7,4.3,,,,,1994-11-28T07:24:31,1994-11-28T17:14:46,0.83,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2007-09-24,79.9,65.5,71.6,79.9,65.5,71.6,63.9,78.0,0.036,100,16.67,rain,0.0,0.0,,7.5,31.0,1017.1,62.6,7.7,,,,,2007-09-24T06:20:39,2007-09-24T18:27:19,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",0,0.0
seoul,2007-09-16,76.3,63.6,69.5,76.3,63.6,69.5,65.0,86.5,0.418,100,41.67,rain,0.0,0.0,,11.3,51.1,1008.6,85.8,6.9,,,,,2007-09-16T06:13:56,2007-09-16T18:39:42,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",1,0.044
seoul,1995-10-01,72.6,54.8,63.1,72.6,54.8,63.1,54.6,75.8,0.0,0,0.0,,,,,7.5,56.3,1020.9,74.7,5.7,,,,,1995-10-01T06:26:35,1995-10-01T18:16:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2022-09-25,77.0,59.9,67.46,77.0,59.9,67.46,53.6,63.4,0.0,0,0.0,,0.0,0.0,8.699218313097294,5.840903724508184,6.1,1016.1,70.2,11.992493817341272,205.8,17.7,8.0,10.0,2022-09-25T06:21:52,2022-09-25T18:25:15,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47116599999,47099099999,47108099999",0,0.0
seoul,2021-02-03,33.6,15.5,25.6,33.6,10.8,23.7,12.3,58.0,0.006,100,8.33,"rain,snow",0.0,0.1,28.4,7.8,216.0,1026.0,38.9,7.1,140.0,11.9,6.0,,2021-02-03T07:34:07,2021-02-03T17:57:58,0.69,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"47111099999,47120099999,47112099999,47119099999,47127043216,47110599999,47116599999,47122099999,47108099999,RKSS",1,0.137
seoul,2021-11-14,61.1,46.5,52.2,61.1,44.9,51.9,41.6,68.8,0.0,0,0.0,,0.0,0.0,22.8,10.8,248.8,1017.5,44.1,10.4,121.4,10.5,5.0,,2021-11-14T07:10:25,2021-11-14T17:21:59,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47108099999",0,0.0
seoul,2011-03-02,35.5,25.0,28.7,26.2,16.5,20.6,8.6,43.7,0.0,0,0.0,,0.0,0.0,,14.9,304.4,1021.0,8.7,8.6,202.8,17.6,7.0,,2011-03-02T07:03:06,2011-03-02T18:26:00,0.91,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,1998-11-14,68.0,58.8,61.9,68.0,58.8,61.9,56.6,83.4,0.0,0,0.0,,,,,9.0,217.7,1017.5,60.9,4.3,,,,,1998-11-14T07:09:58,1998-11-14T17:22:18,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47120499999,47110099999,47117099999,47119099999,47127043216,47120599999,47122099999,47108099999",0,0.0
seoul,2002-06-07,89.6,64.3,76.5,91.6,64.3,76.6,60.6,61.1,0.0,0,0.0,,0.0,0.0,,11.6,269.5,1011.1,41.7,4.2,,,,,2002-06-07T05:10:52,2002-06-07T19:50:51,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47127099999,47098099999,47112099999,47110099999,47119099999,47110599999,47122099999,69352499999,47104099999,47070099999,47106499999,47108099999",0,0.0
seoul,1994-11-10,64.4,51.3,57.7,64.4,51.3,57.7,52.8,84.0,0.053,100,4.17,rain,,,,8.8,212.5,1020.5,85.5,4.5,,,,,1994-11-10T07:05:41,1994-11-10T17:25:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,1999-12-28,46.2,24.1,38.9,43.7,18.3,36.4,30.7,73.6,0.041,100,8.33,"rain,snow",,9.0,,10.8,245.1,1023.7,79.2,4.6,,,,,1999-12-28T07:45:46,1999-12-28T17:20:41,0.68,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47120499999,47119099999,47104099999,47070099999,47106499999,47108099999,47111099999,47112099999,47120099999,47117099999,47095099999,47110099999,47127043216,47120599999,47110599999,47122099999,47101099999,47108499999",0,0.0
seoul,2017-12-07,40.3,26.7,33.8,35.4,19.1,29.3,23.9,69.9,0.039,100,12.5,"rain,snow",0.0,0.4,18.8,12.0,317.4,1022.5,46.3,4.3,110.9,9.6,5.0,,2017-12-07T07:33:15,2017-12-07T17:13:23,0.62,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2005-05-08,60.4,50.9,56.5,60.4,50.9,56.5,49.4,77.1,0.0,0,0.0,,0.0,0.0,,11.8,247.0,1006.3,75.5,6.0,,,,,2005-05-08T05:29:30,2005-05-08T19:28:02,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47110099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,47113199999",0,0.0
seoul,1996-08-16,85.1,69.9,77.4,91.1,69.9,78.8,69.3,77.4,0.0,0,0.0,,,,,5.5,192.9,1010.6,45.4,5.5,,,,,1996-08-16T05:48:26,1996-08-16T19:23:28,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2018-11-21,47.3,35.9,43.2,46.3,35.9,41.8,31.7,65.8,0.053,100,25.0,rain,0.0,0.0,13.0,9.7,331.5,1024.5,90.5,6.8,41.8,3.6,2.0,,2018-11-21T07:17:31,2018-11-21T17:17:39,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47099099999,47108099999,RKSS",0,0.0
seoul,2013-07-22,86.3,75.5,80.0,94.5,75.5,82.4,74.2,83.1,3.244,100,25.0,rain,0.0,0.0,,12.3,226.4,1007.7,95.3,5.4,231.5,19.9,7.0,,2013-07-22T05:27:37,2013-07-22T19:48:50,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,2.521
seoul,2019-06-04,83.0,62.6,73.2,82.1,62.6,73.1,56.1,56.8,0.0,0,0.0,,0.0,0.0,24.4,6.3,247.8,1008.8,17.7,7.3,309.5,26.8,9.0,,2019-06-04T05:11:42,2019-06-04T19:49:03,0.03,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47110599999,47122099999,47108099999,RKSS",0,0.0
seoul,2001-08-29,82.7,64.7,74.0,84.4,64.7,74.4,64.9,75.0,0.695,100,4.17,rain,,,,6.7,301.3,1012.0,58.5,8.0,,,,,2001-08-29T05:59:16,2001-08-29T19:06:06,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47098099999,47112099999,47110099999,47119099999,47110599999,47122099999,47104099999,47070099999,47108099999",1,0.13
seoul,1999-11-08,65.3,47.7,55.2,65.3,47.0,55.1,46.1,73.1,0.0,0,0.0,,,,,7.5,304.0,1016.0,29.2,3.1,,,,,1999-11-08T07:03:19,1999-11-08T17:27:34,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47120499999,47119099999,47104099999,47070099999,47106499999,47108099999,47111099999,47112099999,47120099999,47117099999,47095099999,47127043216,47120599999,47110599999,47122099999,47101099999,47108499999",0,0.0
seoul,2000-08-26,75.2,70.5,72.2,75.2,70.5,72.2,69.3,90.8,3.207,100,12.5,rain,,,,16.3,104.2,1007.4,100.0,3.3,,,,,2000-08-26T05:56:56,2000-08-26T19:10:02,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47112099999,47110099999,47095099999,47119099999,47110599999,47122099999,47070099999,47101099999,47108099999",1,1.501
seoul,2019-03-18,57.1,31.7,43.9,57.1,31.7,43.9,24.1,49.7,0.0,0,0.0,,0.0,0.0,18.3,5.4,264.4,1020.4,38.9,7.2,198.0,17.2,7.0,,2019-03-18T06:39:41,2019-03-18T18:41:22,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS",0,0.0
seoul,2014-06-27,84.8,68.0,75.5,86.5,68.0,75.8,64.6,70.4,0.0,0,0.0,,0.0,0.0,,11.3,275.1,1005.1,53.6,5.6,321.6,28.0,9.0,,2014-06-27T05:12:37,2014-06-27T19:57:15,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,RKSI,47122099999,47108099999,RKSS",1,0.001
seoul,1996-07-21,81.9,74.9,77.2,89.8,74.9,78.0,74.0,90.1,0.013,100,8.33,rain,,,,11.1,189.8,1007.0,99.7,2.8,,,,,1996-07-21T05:26:53,1996-07-21T19:49:25,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47122099999,47108099999",1,1.992
seoul,2014-06-29,84.0,68.0,75.1,84.4,68.0,75.4,63.2,67.7,0.0,0,0.0,,0.0,0.0,,8.0,245.1,1004.7,61.3,6.1,301.4,26.2,9.0,,2014-06-29T05:13:22,2014-06-29T19:57:17,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,RKSI,47122099999,47108099999,RKSS,47113199999",0,0.0
seoul,2019-10-16,68.9,46.4,57.2,68.9,46.4,57.2,45.6,68.5,0.0,0,0.0,,0.0,0.0,13.9,6.6,308.7,1026.7,50.4,7.7,187.9,16.4,7.0,,2019-10-16T06:40:18,2019-10-16T17:54:31,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2023-04-09,63.5,38.48,50.9,63.5,34.52,50.18,35.06,56.7,0.0,0,0.0,,0.0,0.0,19.44896665713896,10.19051288105683,221.3,1019.0,2.3,11.93035654367629,292.6,25.3,9.0,10.0,2023-04-09T06:06:43,2023-04-09T19:01:27,0.6,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47116599999,47108099999",0,0.0
seoul,1998-03-26,57.2,37.3,47.7,57.2,34.9,46.6,37.5,70.2,0.113,100,4.17,rain,,,,6.7,74.4,1021.6,87.1,2.5,,,,,1998-03-26T06:27:27,1998-03-26T18:48:47,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47120499999,47119099999,47104099999,47070099999,47106499999,47108099999,47111099999,47112099999,47120099999,47110099999,47117099999,47127043216,47110599999,47122099999",1,0.019
seoul,2011-07-17,84.3,72.6,76.4,89.7,72.6,77.4,71.7,85.9,0.045,100,4.17,rain,0.0,0.0,,9.0,300.7,1006.8,88.9,6.4,188.5,16.0,7.0,,2011-07-17T05:23:31,2011-07-17T19:52:18,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS",1,0.014
seoul,2012-06-25,90.7,71.3,79.9,88.9,71.3,79.5,55.9,44.9,0.0,0,0.0,,0.0,0.0,,13.5,82.4,1008.6,29.2,8.3,325.9,28.3,9.0,,2012-06-25T05:12:06,2012-06-25T19:57:09,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2016-08-27,84.0,59.1,73.3,82.0,59.1,72.9,47.7,42.0,0.0,0,0.0,,0.0,0.0,22.8,14.8,71.0,1009.6,43.3,8.4,266.8,23.2,8.0,,2016-08-27T05:57:56,2016-08-27T19:08:27,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,0.13
seoul,2013-12-05,48.3,32.1,40.8,47.2,28.1,38.5,35.0,80.1,0.0,0,0.0,,0.0,0.0,,7.9,290.9,1018.9,83.9,1.4,30.1,2.6,1.0,,2013-12-05T07:31:29,2013-12-05T17:13:25,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2021-12-15,49.4,42.0,45.0,48.4,39.3,43.5,40.7,85.3,1.093,100,16.67,rain,0.0,0.0,23.7,6.2,242.1,1019.7,83.2,3.2,90.4,7.9,4.0,,2021-12-15T07:39:29,2021-12-15T17:14:39,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47110099999,47119099999,47127043216,RKSI,47122099999,47099099999,47108099999,RKSS,47113199999",1,0.004
seoul,2009-06-23,81.9,63.0,73.6,82.6,63.0,73.6,59.9,65.3,0.0,0,0.0,,0.0,0.0,,10.5,245.7,1001.7,18.3,6.4,,,,,2009-06-23T05:11:25,2009-06-23T19:56:52,0.0,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47120099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2001-08-10,87.7,70.7,79.3,93.9,70.7,81.4,69.9,74.4,0.0,0,0.0,,,,,6.9,324.5,1011.9,70.8,6.5,,,,,2001-08-10T05:43:09,2001-08-10T19:31:01,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47110099999,47117099999,47119099999,47110599999,47122099999,47104099999,47070099999,47108099999",0,0.0
seoul,2006-08-25,86.0,73.7,78.0,95.2,73.7,79.6,72.9,84.8,0.0,0,0.0,,0.0,0.0,,8.0,41.0,1013.5,91.9,3.0,,,,,2006-08-25T05:55:44,2006-08-25T19:12:04,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",1,1.816
seoul,2020-08-19,88.6,74.2,81.1,97.0,74.2,84.4,72.8,76.9,0.0,0,0.0,,0.0,0.0,17.2,6.4,264.4,1011.2,29.7,5.8,253.0,21.9,8.0,,2020-08-19T05:51:13,2020-08-19T19:19:25,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47116599999,47108099999,RKSS",0,0.0
seoul,2017-08-30,74.3,61.0,67.0,74.3,61.0,67.0,50.0,55.4,0.0,0,0.0,,0.0,0.0,14.8,7.6,300.3,1014.2,76.9,8.2,101.4,8.5,4.0,,2017-08-30T06:00:14,2017-08-30T19:04:29,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47108099999,RKSS",0,0.0
seoul,2019-02-01,37.4,15.0,26.9,31.2,9.4,23.7,10.0,49.7,0.011,100,4.17,"rain,snow",0.0,0.0,26.8,8.5,254.8,1024.1,37.7,7.8,139.2,12.0,6.0,,2019-02-01T07:36:16,2019-02-01T17:55:09,0.87,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,0.011
seoul,2021-11-18,60.2,45.7,52.5,60.2,43.0,51.6,42.7,69.2,0.002,100,4.17,rain,0.0,0.0,28.0,7.2,144.1,1018.1,90.4,9.5,94.4,8.1,4.0,,2021-11-18T07:14:40,2021-11-18T17:19:15,0.46,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2008-11-08,63.2,38.2,50.9,63.2,33.7,49.8,35.9,57.8,0.0,0,0.0,,0.0,0.0,,9.0,359.1,1020.1,53.1,7.4,,,,,2008-11-08T07:04:12,2008-11-08T17:26:48,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",1,0.076
seoul,2001-10-09,64.3,54.1,60.5,64.3,54.1,60.5,56.2,86.4,0.883,100,8.33,rain,,,,11.2,55.9,1009.8,91.4,6.0,,,,,2001-10-09T06:34:09,2001-10-09T18:03:57,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47098099999,47112099999,47110099999,47119099999,47110599999,47122099999,47104099999,47108099999",1,1.173
seoul,2018-10-13,67.2,40.9,53.2,67.2,40.9,53.2,39.4,63.8,0.0,0,0.0,,0.0,0.0,8.9,4.6,344.7,1025.9,0.2,7.0,199.6,17.3,7.0,,2018-10-13T06:37:43,2018-10-13T17:58:22,0.13,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2022-02-03,32.36,19.58,26.24,25.880000000000003,14.18,20.3,10.579999999999998,52.8,0.0,0,0.0,,0.0,0.0314960629921259,17.64698572085451,9.879826512731928,288.9,1027.3,14.6,12.241042912001191,168.4,14.5,5.0,10.0,2022-02-03T07:34:21,2022-02-03T17:57:42,0.06,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47122099999,47099099999,47108099999",0,0.0
seoul,2015-12-16,37.5,25.2,32.8,32.5,15.2,25.3,16.0,50.1,0.0,0,0.0,,0.0,0.1,25.7,14.2,323.7,1019.2,43.7,8.0,44.2,3.8,2.0,,2015-12-16T07:39:45,2015-12-16T17:14:47,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,RKSI,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2010-03-21,44.6,30.9,37.7,38.5,22.3,30.6,19.2,48.1,0.0,0,0.0,,0.0,0.0,42.5,15.1,293.9,1015.2,32.2,9.1,265.9,22.9,9.0,,2010-03-21T06:34:52,2010-03-21T18:44:18,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,0.433
seoul,2011-08-11,86.9,76.3,80.3,95.9,76.3,83.0,74.1,82.0,0.001,100,4.17,rain,0.0,0.0,,10.1,265.3,1008.5,88.1,5.7,226.8,19.7,7.0,,2011-08-11T05:43:41,2011-08-11T19:30:21,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,1.314
seoul,2010-11-14,54.1,36.1,43.5,54.1,29.3,38.6,20.8,44.7,0.0,0,0.0,,0.0,0.0,,15.9,324.5,1028.7,56.2,7.8,81.7,7.0,4.0,,2010-11-14T07:10:03,2010-11-14T17:22:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,1996-10-10,68.7,41.0,54.1,68.7,41.0,54.0,40.3,64.1,0.0,0,0.0,,,,,6.4,50.8,1022.7,16.2,7.1,,,,,1996-10-10T06:35:16,1996-10-10T18:02:11,0.92,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2020-08-18,89.1,74.6,81.4,96.7,74.6,84.7,73.2,77.6,0.0,0,0.0,,0.0,0.0,15.0,6.2,256.4,1012.9,34.6,6.2,216.7,18.8,8.0,,2020-08-18T05:50:22,2020-08-18T19:20:43,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47116599999,47108099999,RKSS",0,0.0
seoul,2013-12-21,33.0,19.5,26.3,28.7,16.5,22.5,14.2,61.0,0.0,0,0.0,,0.0,0.0,,7.9,327.8,1027.1,11.7,3.8,124.1,10.6,5.0,,2013-12-21T07:43:02,2013-12-21T17:16:58,0.62,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47099099999,47108099999,RKSS",0,0.0
seoul,2002-06-23,70.9,63.3,66.1,70.9,63.3,66.1,58.9,78.2,0.062,100,8.33,rain,0.0,0.0,,11.9,94.9,1011.7,98.7,8.5,,,,,2002-06-23T05:11:19,2002-06-23T19:56:49,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47127099999,47111099999,47098099999,47112099999,47120099999,47110099999,47095099999,47119099999,47122099999,47070099999,47108099999",1,0.247
seoul,1999-03-10,49.7,31.0,39.8,49.7,30.1,37.4,25.7,58.2,0.0,0,0.0,,,,,10.8,326.9,1022.5,82.3,5.7,,,,,1999-03-10T06:51:48,1999-03-10T18:33:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47120499999,47119099999,47104099999,47106499999,47108099999,47111099999,47112099999,47120099999,47110099999,47117099999,47127043216,47110599999,47122099999",0,0.0
seoul,2018-03-24,55.8,35.5,45.6,55.8,31.8,44.3,33.5,63.6,0.0,0,0.0,,0.0,0.0,24.8,9.1,258.4,1022.3,67.4,2.9,236.3,20.5,8.0,,2018-03-24T06:30:14,2018-03-24T18:47:06,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
